Hole_ID,From_Depth,To_Depth,Sample,Deposit_Na,Prospect_Code,Company,Sheet_Number,Data_Type,Drilling_Type,North,East,RL,Comment,Au,Au1,Cu,Pb,Zn,As,Bi,Mo,Mn,Fe,S,Job_No,HasParam,HasTextParams,Preferred_Interval,TagCharacter,Collar_ID,Sample_ID,Load_Number,Date_Updated,User_Updating,Update_Status,Domain_Grade,Domain_Final
MMA01,7,9,1.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,9,23,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230314,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,25,27,10.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,11,15,24,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230315,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA01,27,29,11.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,3,8,20,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230316,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,29,31,12.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,NA,9,13,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230317,15838,1997-08-06 00:00:00,Convertor,1,Unmineralized,Domain_6_Unmineralized
MMA01,31,33,13.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,3,8,17,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230318,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,33,35,14.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,11,22,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230319,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,35,37,15.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,5,14,22,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230320,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,37,39,16.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,2,7,16,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230321,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,39,41,17.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,5,11,39,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230322,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,41,43,18.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,12,16,53,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230323,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA01,43,45,19.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,15,17,53,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230324,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA01,9,11,2.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,9,11,33,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230325,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA01,11,13,3.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,12,19,32,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230326,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA01,13,15,4.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,20,28,52,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230327,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA01,15,17,5.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,10,14,36,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230328,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA01,17,19,6.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,11,18,40,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230329,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA01,19,21,7.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,18,31,70,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230330,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA01,21,23,8.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,15,27,53,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230331,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA01,23,25,9.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,11,18,39,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20432,230332,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA02,55,56.5,20.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,18,10,27,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20433,230333,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_3_CuZn_Transition
MMA03,45,47,21.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,17,18,29,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20434,230334,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_3_CuZn_Transition
MMA04,57,58,22.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,16,24,32,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20435,230335,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA05,7,9,23.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,17,26,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230336,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,9,11,24.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,19,32,52,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230337,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA05,11,13,25.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,18,23,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230338,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,13,15,26.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,17,28,49,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230339,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA05,15,17,27.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,5,17,20,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230340,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,17,19,28.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,10,20,52,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230341,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA05,19,21,29.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,13,18,38,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230342,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA05,21,23,30.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,11,18,47,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230343,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA05,23,25,31.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,15,18,43,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230344,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA05,25,27,32.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,18,33,50,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230345,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA05,27,29,33.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,16,24,53,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230346,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA05,29,31,34.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,15,22,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230347,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,31,33,35.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,14,19,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230348,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,33,35,36.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,13,16,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230349,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,35,37,37.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,10,15,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230350,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,37,39,38.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,5,7,16,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230351,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,39,41,39.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,4,11,17,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230352,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,41,43,40.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,4,9,21,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230353,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,43,45,41.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,5,9,29,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230354,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA05,45,46,42.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,4,12,29,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20436,230355,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA06,45,46,43.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,16,19,36,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20437,230356,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA07,43,44,44.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,53,23,141,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20438,230357,15838,1997-08-06 00:00:00,Convertor,1,Very High-Grade,Domain_4_ZnPb_Cap
MMA08,27,28,45.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,18,17,33,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20439,230358,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_3_CuZn_Transition
MMA10,7,9,46.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,17,36,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230359,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA10,9,11,47.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,3,11,24,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230360,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA10,11,13,48.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,14,33,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230361,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA10,13,15,49.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,28,36,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230362,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA10,15,17,50.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,15,33,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230363,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA10,17,19,51.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,12,33,41,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230364,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA10,19,21,52.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,18,28,70,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230365,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA10,21,23,53.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,23,31,74,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230366,15838,1997-08-06 00:00:00,Convertor,1,High-Grade,Domain_4_ZnPb_Cap
MMA10,23,25,54.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,20,28,72,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230367,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA10,25,26,55.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,17,29,73,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20440,230368,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA17,9,10,56.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,13,37,57,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20441,230369,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA19,7,9,57.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,11,20,32,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20442,230370,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA19,9,11,58.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,6,16,32,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20442,230371,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA19,11,13,59.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,3,11,24,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20442,230372,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA19,13,15,60.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,9,19,54,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20442,230373,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_4_ZnPb_Cap
MMA19,15,16,61.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,11,21,64,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20442,230374,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA23,6,7,62.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,4,14,29,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230375,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,7,9,63.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,2,11,25,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230376,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,9,11,64.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,20,35,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230377,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,11,13,65.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,2,21,21,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230378,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,13,15,66.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,2,15,21,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230379,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,15,17,67.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,6,21,37,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230380,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,17,19,68.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,6,15,34,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230381,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,19,21,69.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,14,23,51,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230382,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA23,21,23,70.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,19,41,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230383,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,23,25,71.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,6,16,31,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230384,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,25,27,72.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,6,17,33,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230385,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,27,29,73.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,10,21,75,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230386,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA23,29,31,74.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,13,22,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230387,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,31,33,75.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,11,19,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230388,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,33,35,76.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,14,39,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230389,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,35,37,77.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,16,33,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230390,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA23,37,39,78.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,10,23,40,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230391,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA23,39,41,79.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,12,14,32,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230392,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA23,41,42,80.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,12,22,36,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20443,230393,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA25,71,72,81.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,15,22,58,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20444,230394,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA27,41,43,100.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,19,33,63,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230395,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA27,43,45,101.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,22,26,56,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230396,15838,1997-08-06 00:00:00,Convertor,1,High-Grade,Domain_4_ZnPb_Cap
MMA27,45,47,102.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,19,27,54,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230397,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA27,47,49,103.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,13,22,41,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230398,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA27,49,51,104.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,21,22,54,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230399,15838,1997-08-06 00:00:00,Convertor,1,High-Grade,Domain_4_ZnPb_Cap
MMA27,6,7,82.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,16,23,40,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230400,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA27,7,9,83.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,12,35,32,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230401,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA27,9,11,84.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,11,31,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230402,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA27,11,13,85.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,18,42,50,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230403,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA27,13,15,86.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,9,21,21,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230404,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA27,15,17,87.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,7,13,28,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230405,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA27,17,19,88.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,8,17,27,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230406,15838,1997-08-06 00:00:00,Convertor,1,Low-Grade,Domain_5_LowGrade_Peripheral
MMA27,19,21,89.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,13,25,51,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230407,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_4_ZnPb_Cap
MMA27,21,23,90.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,13,23,41,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230408,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
MMA27,23,25,91.0,Thalanga,ESMM,ESSO,8057,INT,RAB,0,0,0,,NA,NA,17,22,40,NA,NA,NA,NA,NA,NA,PIL81008,N,N,NA,,20445,230409,15838,1997-08-06 00:00:00,Convertor,1,Medium-Grade,Domain_7_Undefined
